date,DEC,CDI,usd,ibov
1998-01-02,100.00,100.00,100.00,100.00
1998-01-05,100.59,100.13,100.00,101.55
1998-01-06,101.18,100.26,100.04,98.82
1998-01-07,101.78,100.38,100.09,95.92
1998-01-08,102.38,100.51,100.13,92.72
1998-01-09,102.98,100.64,100.17,89.56
1998-01-12,103.59,100.77,100.24,84.70
1998-01-13,104.20,100.90,100.20,91.23
1998-01-14,104.81,101.03,100.22,91.49
1998-01-15,105.43,101.16,100.37,88.16
1998-01-16,106.05,101.28,100.36,90.34
1998-01-19,106.67,101.41,100.32,93.31
1998-01-20,107.30,101.54,100.36,92.60
1998-01-21,107.93,101.67,100.38,90.85
1998-01-22,108.57,101.79,100.37,91.40
1998-01-23,109.21,101.92,100.45,92.54
1998-01-26,109.85,102.05,100.46,92.37
1998-01-27,110.50,102.17,100.53,93.06
1998-01-28,111.15,102.30,100.56,94.34
1998-01-29,111.80,102.42,100.58,94.84
1998-01-30,112.46,102.53,100.64,93.60
1998-02-02,113.12,102.65,100.64,95.66
1998-02-03,113.79,102.77,100.71,95.61
1998-02-04,114.46,102.89,100.72,95.98
1998-02-05,115.13,103.01,100.72,96.63
1998-02-06,115.81,103.14,100.80,96.10
1998-02-09,116.49,103.26,100.81,97.76
1998-02-10,117.18,103.38,100.89,98.90
1998-02-11,117.87,103.50,100.90,100.02
1998-02-12,118.57,103.62,100.92,99.37
1998-02-13,119.26,103.74,100.99,99.68
1998-02-16,119.97,103.86,100.98,98.70
1998-02-17,120.67,103.98,101.07,99.71
1998-02-18,121.38,104.10,101.08,99.56
1998-02-19,122.10,104.22,101.14,98.47
1998-02-20,122.82,104.34,101.16,98.71
1998-02-25,123.54,104.46,101.18,100.42
1998-02-26,124.27,104.58,101.19,101.79
1998-02-27,125.01,104.70,101.24,101.17
1998-03-02,125.13,104.81,101.25,104.06
1998-03-03,125.25,104.93,101.26,104.72
1998-03-04,125.25,105.04,101.33,104.51
1998-03-05,125.24,105.14,101.33,104.67
1998-03-06,125.25,105.24,101.34,107.44
1998-03-09,128.79,105.34,101.42,108.25
1998-03-10,128.78,105.45,101.42,107.64
1998-03-11,130.49,105.55,101.43,108.55
1998-03-12,131.01,105.65,101.46,108.24
1998-03-13,132.59,105.75,101.51,111.32
1998-03-16,132.97,105.85,101.52,111.21
1998-03-17,132.18,105.96,101.52,112.17
1998-03-18,135.42,106.06,101.60,114.33
1998-03-19,135.30,106.16,101.60,114.23
1998-03-20,137.78,106.26,101.62,114.53
1998-03-23,139.39,106.36,101.65,114.82
1998-03-24,140.15,106.47,101.67,115.71
1998-03-25,155.23,106.57,101.73,114.53
1998-03-26,155.78,106.67,101.75,113.56
1998-03-27,158.77,106.77,101.78,115.42
1998-03-30,158.50,106.88,101.79,113.52
1998-03-31,160.68,106.98,101.87,114.70
1998-04-01,162.01,107.08,101.88,114.07
1998-04-02,164.69,107.18,101.88,114.44
1998-04-03,163.97,107.29,101.96,112.34
1998-04-06,165.09,107.39,102.00,113.86
1998-04-07,164.65,107.49,102.00,114.50
1998-04-08,164.46,107.60,102.05,114.91
1998-04-13,163.40,107.70,102.07,115.96
1998-04-14,166.82,107.81,102.14,117.58
1998-04-15,170.08,107.90,102.17,118.14
1998-04-16,170.51,107.99,102.19,116.92
1998-04-17,169.32,108.08,102.23,115.78
1998-04-20,170.46,108.16,102.27,116.43
1998-04-22,167.68,108.25,102.33,113.41
1998-04-23,169.53,108.34,102.36,113.04
1998-04-24,167.87,108.43,102.42,112.24
1998-04-27,162.08,108.52,102.47,108.52
1998-04-28,160.04,108.61,102.54,108.14
1998-04-29,162.86,108.70,102.58,110.61
1998-04-30,165.46,108.79,102.49,112.58
1998-05-04,165.62,108.88,102.48,111.65
1998-05-05,164.17,108.97,102.54,110.21
1998-05-06,165.86,109.06,102.57,110.97
1998-05-07,162.32,109.15,102.56,107.15
1998-05-08,159.87,109.24,102.60,108.33
1998-05-11,155.21,109.33,102.63,106.95
1998-05-12,152.49,109.42,102.67,103.97
1998-05-13,151.05,109.51,102.77,103.65
1998-05-14,152.24,109.61,102.76,104.92
1998-05-15,151.98,109.70,102.75,103.99
1998-05-18,148.84,109.79,102.78,99.78
1998-05-19,149.79,109.88,102.89,99.74
1998-05-20,149.18,109.96,102.90,98.80
1998-05-21,150.60,110.05,102.97,100.04
1998-05-22,149.94,110.13,103.13,97.80
1998-05-25,149.38,110.22,103.14,96.20
1998-05-26,148.21,110.31,103.28,93.40
1998-05-27,142.19,110.39,103.18,88.78
1998-05-28,146.27,110.48,103.00,96.11
1998-05-29,147.18,110.56,103.05,96.23
1998-06-01,143.83,110.65,103.18,91.97
1998-06-02,143.85,110.73,103.15,95.77
1998-06-03,143.34,110.81,103.16,95.90
1998-06-04,143.15,110.90,103.15,96.52
1998-06-05,145.49,110.98,103.22,99.42
1998-06-08,146.39,111.07,103.26,100.53
1998-06-09,145.83,111.15,103.32,100.54
1998-06-10,143.01,111.24,103.41,96.63
1998-06-12,141.34,111.32,103.48,91.08
1998-06-15,138.31,111.40,103.46,89.18
1998-06-16,137.37,111.49,103.44,89.08
1998-06-17,142.15,111.57,103.48,93.85
1998-06-18,141.43,111.66,103.51,93.23
1998-06-19,142.06,111.74,103.56,93.08
1998-06-22,142.18,111.83,103.48,92.21
1998-06-23,142.83,111.91,103.49,94.67
1998-06-24,144.10,112.00,103.53,94.86
1998-06-25,144.19,112.08,103.55,93.98
1998-06-26,143.24,112.16,103.57,90.73
1998-06-29,143.39,112.24,103.59,92.02
1998-06-30,143.93,112.33,103.62,93.78
1998-07-01,145.36,112.41,103.65,94.31
1998-07-02,145.32,112.49,103.65,94.91
1998-07-03,146.03,112.58,103.67,96.17
1998-07-06,146.04,112.66,103.74,95.97
1998-07-07,147.02,112.74,103.79,97.81
1998-07-08,148.69,112.82,103.87,99.42
1998-07-09,148.69,112.91,103.94,99.30
1998-07-10,148.76,112.99,104.00,99.18
1998-07-13,152.14,113.07,104.06,100.38
1998-07-14,150.62,113.16,104.20,102.05
1998-07-15,150.67,113.24,104.03,102.76
1998-07-16,151.80,113.32,104.08,104.41
1998-07-17,153.18,113.41,104.05,106.28
1998-07-20,153.49,113.49,103.96,105.91
1998-07-21,153.05,113.57,103.99,106.77
1998-07-22,151.00,113.66,104.08,104.04
1998-07-23,150.22,113.74,104.32,103.93
1998-07-24,149.36,113.82,104.39,101.91
1998-07-27,149.39,113.91,104.44,100.65
1998-07-28,149.09,113.99,104.21,100.64
1998-07-29,134.28,114.07,104.18,101.33
1998-07-30,132.56,114.15,104.11,104.84
1998-07-31,132.43,114.23,104.20,104.49
1998-08-03,131.33,114.31,104.28,101.08
1998-08-04,128.77,114.39,104.42,97.46
1998-08-05,126.45,114.47,104.53,93.95
1998-08-06,126.55,114.55,104.62,93.35
1998-08-07,125.68,114.63,104.64,90.93
1998-08-10,124.13,114.71,104.72,87.64
1998-08-11,121.48,114.79,104.69,84.37
1998-08-12,120.21,114.87,104.79,84.00
1998-08-13,119.58,114.95,104.94,82.65
1998-08-14,120.47,115.03,104.94,84.46
1998-08-17,120.21,115.11,105.06,82.59
1998-08-18,119.37,115.19,105.14,82.00
1998-08-19,117.83,115.27,105.17,83.80
1998-08-20,114.82,115.35,105.13,79.10
1998-08-21,110.76,115.43,105.27,72.49
1998-08-24,112.26,115.51,105.24,73.70
1998-08-25,113.90,115.59,105.21,74.87
1998-08-26,111.70,115.67,105.04,71.28
1998-08-27,105.40,115.75,105.27,66.00
1998-08-28,103.83,115.83,105.36,64.43
1998-08-31,102.65,115.91,105.41,63.46
1998-09-01,102.93,115.99,105.44,64.25
1998-09-02,104.64,116.07,105.45,67.21
1998-09-03,101.46,116.15,105.51,62.16
1998-09-04,96.70,116.23,105.54,56.46
1998-09-08,96.71,116.36,105.41,56.84
1998-09-09,95.40,116.48,105.62,54.99
1998-09-10,88.97,116.60,105.63,47.95
1998-09-11,89.85,116.77,105.62,49.08
1998-09-14,94.41,116.92,105.71,54.26
1998-09-15,99.27,117.08,105.67,62.05
1998-09-16,102.25,117.23,105.65,67.38
1998-09-17,97.85,117.39,105.70,60.36
1998-09-18,100.43,117.54,105.76,63.64
1998-09-21,99.83,117.70,105.83,62.05
1998-09-22,100.33,117.85,105.96,63.47
1998-09-23,103.02,118.01,106.04,67.23
1998-09-24,103.58,118.17,106.00,68.63
1998-09-25,100.95,118.33,106.12,63.74
1998-09-28,100.90,118.48,106.13,66.67
1998-09-29,100.14,118.64,106.14,65.57
1998-09-30,99.29,118.80,106.20,64.04
1998-10-01,95.84,118.96,105.75,59.96
1998-10-02,95.97,119.12,106.01,60.14
1998-10-05,94.46,119.28,106.14,58.65
1998-10-06,96.21,119.45,106.13,61.34
1998-10-07,96.07,119.61,105.97,59.98
1998-10-08,94.57,119.77,106.10,57.87
1998-10-09,97.84,119.93,106.29,61.50
1998-10-13,99.43,120.10,106.38,63.74
1998-10-14,99.48,120.26,106.48,62.83
1998-10-15,94.32,120.43,106.46,62.99
1998-10-16,99.61,120.59,106.48,65.47
1998-10-19,100.78,120.76,106.57,65.86
1998-10-20,101.99,120.93,106.55,67.52
1998-10-21,102.04,121.09,106.57,68.52
1998-10-22,101.76,121.26,106.63,71.60
1998-10-23,102.21,121.43,106.68,71.65
1998-10-26,100.16,121.60,106.70,68.47
1998-10-27,98.34,121.77,106.77,67.09
1998-10-28,99.23,121.94,106.80,66.77
1998-10-29,97.07,122.11,106.78,63.32
1998-10-30,99.14,122.28,106.87,67.04
1998-11-03,101.66,122.45,106.84,70.58
1998-11-04,104.44,122.62,106.74,74.02
1998-11-05,105.94,122.79,106.63,75.76
1998-11-06,110.13,122.96,106.44,79.45
1998-11-09,112.57,123.13,106.57,79.42
1998-11-10,110.70,123.30,106.68,77.39
1998-11-11,109.06,123.45,106.65,76.84
1998-11-12,106.80,123.61,106.70,73.93
1998-11-13,106.82,123.77,106.72,73.77
1998-11-16,108.22,123.93,106.66,76.23
1998-11-17,108.88,124.08,106.66,79.03
1998-11-18,110.67,124.24,106.69,81.72
1998-11-19,109.85,124.39,106.87,81.50
1998-11-20,110.96,124.54,107.03,82.14
1998-11-23,110.97,124.69,107.24,83.29
1998-11-24,109.77,124.84,107.28,81.88
1998-11-25,112.18,124.99,107.31,84.37
1998-11-26,114.13,125.13,107.41,86.39
1998-11-27,114.75,125.28,107.51,87.07
1998-11-30,114.08,125.43,107.58,84.70
1998-12-01,111.64,125.57,107.62,81.20
1998-12-02,111.32,125.72,107.60,81.68
1998-12-03,106.35,125.86,107.68,75.48
1998-12-04,106.61,126.00,107.71,74.50
1998-12-07,106.95,126.15,107.74,75.58
1998-12-08,107.20,126.29,107.79,75.08
1998-12-09,106.07,126.43,107.81,72.89
1998-12-10,106.09,126.57,107.79,73.27
1998-12-11,103.85,126.71,107.84,69.84
1998-12-14,99.35,126.85,107.92,64.64
1998-12-15,100.96,126.99,107.94,64.57
1998-12-16,99.57,127.12,107.98,64.25
1998-12-17,99.37,127.25,108.01,63.80
1998-12-18,99.38,127.38,108.09,64.44
1998-12-21,102.54,127.51,108.10,67.88
1998-12-22,103.24,127.64,108.14,68.98
1998-12-23,104.22,127.76,108.18,69.09
1998-12-24,104.22,127.89,108.20,68.47
1998-12-28,105.41,128.02,108.23,67.86
1998-12-29,104.96,128.15,108.23,64.63
1998-12-30,106.46,128.28,108.22,65.21
1998-12-31,106.46,128.41,108.26,66.22
1999-01-04,105.23,128.54,108.18,67.23
1999-01-05,104.71,128.67,108.24,67.56
1999-01-06,104.05,128.80,108.34,70.08
1999-01-07,101.77,128.93,108.37,66.80
1999-01-08,104.15,129.06,108.41,66.90
1999-01-11,100.89,129.19,108.45,61.80
1999-01-12,98.09,129.32,108.50,57.25
1999-01-13,97.05,129.45,118.16,53.96
1999-01-14,94.81,129.59,118.17,52.14
1999-01-15,98.04,129.72,131.29,60.13
1999-01-18,101.80,129.86,137.79,68.47
1999-01-19,104.04,130.00,139.54,69.82
1999-01-20,106.78,130.14,140.93,73.46
1999-01-21,105.65,130.29,148.70,71.01
1999-01-22,103.61,130.43,152.70,69.10
1999-01-25,103.61,130.58,157.69,71.31
1999-01-26,105.38,130.72,168.11,73.52
1999-01-27,107.24,130.88,169.15,74.17
1999-01-28,108.53,131.04,172.02,75.62
1999-01-29,113.58,131.20,177.63,80.50
1999-02-01,119.76,131.37,175.89,81.71
1999-02-02,117.78,131.54,161.04,83.63
1999-02-03,118.79,131.71,158.61,84.31
1999-02-04,118.79,131.88,162.47,82.22
1999-02-05,117.17,132.05,164.06,81.08
1999-02-08,118.29,132.22,166.67,82.33
1999-02-09,118.97,132.39,173.16,84.41
1999-02-10,118.10,132.56,169.75,83.77
1999-02-11,121.06,132.73,168.99,86.94
1999-02-12,121.30,132.91,170.03,85.99
1999-02-17,122.11,133.08,171.78,86.79
1999-02-18,120.69,133.25,170.43,85.73
1999-02-19,120.74,133.42,172.04,85.75
1999-02-22,120.03,133.59,173.36,87.29
1999-02-23,119.13,133.77,180.28,87.54
1999-02-24,118.72,133.94,179.43,86.10
1999-02-25,118.17,134.11,182.27,85.27
1999-02-26,119.20,134.28,184.94,84.80
1999-03-01,120.58,134.46,181.67,87.35
1999-03-02,119.31,134.63,190.85,87.81
1999-03-03,122.12,134.80,193.88,87.39
1999-03-04,124.79,134.98,188.28,90.29
1999-03-05,127.61,135.17,178.54,92.17
1999-03-08,128.29,135.37,176.52,92.00
1999-03-09,129.11,135.57,170.68,92.55
1999-03-10,131.36,135.77,166.87,93.51
1999-03-11,131.88,135.96,168.24,95.05
1999-03-12,131.49,136.16,170.63,92.17
1999-03-15,134.61,136.36,168.61,96.27
1999-03-16,135.93,136.56,165.88,101.97
1999-03-17,136.10,136.76,168.18,102.25
1999-03-18,136.99,136.96,166.56,103.48
1999-03-19,138.58,137.16,165.76,105.62
1999-03-22,136.82,137.35,166.73,102.42
1999-03-23,135.63,137.55,165.84,100.55
1999-03-24,134.85,137.75,165.05,100.98
1999-03-25,137.58,137.94,162.11,104.55
1999-03-26,138.19,138.13,158.98,104.84
1999-03-29,138.75,138.32,158.13,104.47
1999-03-30,140.55,138.51,155.25,106.05
1999-03-31,141.28,138.69,154.23,104.52
1999-04-05,142.11,138.87,154.51,104.28
1999-04-06,145.38,139.05,155.07,107.90
1999-04-07,146.30,139.23,154.90,109.02
1999-04-08,147.21,139.41,154.11,111.96
1999-04-09,144.86,139.60,153.07,109.41
1999-04-12,143.92,139.78,152.75,107.70
1999-04-13,144.58,139.96,149.75,109.08
1999-04-14,144.26,140.11,148.45,108.84
1999-04-15,143.97,140.27,149.47,108.57
1999-04-16,144.29,140.44,149.57,110.34
1999-04-19,144.62,140.60,149.76,111.13
1999-04-20,138.83,140.76,153.17,105.40
1999-04-22,139.10,140.92,152.39,107.05
1999-04-23,140.40,141.07,150.93,106.49
1999-04-26,140.51,141.23,152.06,106.45
1999-04-27,139.53,141.39,152.88,104.09
1999-04-28,142.99,141.54,151.93,106.46
1999-04-29,143.57,141.70,149.36,107.18
1999-04-30,146.22,141.85,148.74,109.14
1999-05-03,146.80,142.00,149.89,109.61
1999-05-04,145.93,142.16,149.88,108.84
1999-05-05,146.93,142.31,150.89,109.68
1999-05-06,150.09,142.47,149.83,113.59
1999-05-07,152.83,142.62,149.68,115.29
1999-05-10,155.83,142.76,147.94,119.34
1999-05-11,155.74,142.90,147.50,118.85
1999-05-12,154.17,143.05,148.80,116.58
1999-05-13,157.47,143.18,147.87,120.03
1999-05-14,157.38,143.32,148.41,118.48
1999-05-17,154.99,143.45,149.31,116.54
1999-05-18,157.51,143.58,149.21,118.23
1999-05-19,156.71,143.69,149.00,117.16
1999-05-20,155.47,143.81,150.77,116.72
1999-05-21,155.47,143.93,151.93,114.27
1999-05-24,148.19,144.05,152.13,109.35
1999-05-25,143.92,144.16,156.56,103.56
1999-05-26,147.70,144.28,153.93,105.11
1999-05-27,147.82,144.40,153.49,106.15
1999-05-28,146.83,144.51,155.05,105.49
1999-05-31,147.04,144.63,154.41,105.66
1999-06-01,146.13,144.75,155.27,105.10
1999-06-02,146.35,144.86,157.12,104.87
1999-06-04,148.15,144.98,155.53,107.47
1999-06-07,149.39,145.10,155.95,108.00
1999-06-08,148.58,145.21,156.55,107.13
1999-06-09,147.49,145.33,156.66,106.61
1999-06-10,147.49,145.44,157.61,105.76
1999-06-11,147.81,145.55,158.80,107.63
1999-06-14,148.69,145.67,159.27,107.66
1999-06-15,149.65,145.78,160.25,107.54
1999-06-16,154.08,145.89,158.31,110.96
1999-06-17,155.13,146.01,157.68,112.61
1999-06-18,156.10,146.12,156.61,113.13
1999-06-21,158.07,146.23,157.96,114.82
1999-06-22,157.86,146.34,158.42,115.78
1999-06-23,157.19,146.45,159.86,113.78
1999-06-24,155.01,146.56,161.24,110.77
1999-06-25,153.88,146.67,160.36,108.61
1999-06-28,154.64,146.78,160.32,108.66
1999-06-29,155.67,146.89,158.28,109.53
1999-06-30,159.32,146.99,158.49,109.57
1999-07-01,161.55,147.10,157.41,112.90
1999-07-02,164.41,147.21,158.58,113.50
1999-07-05,166.96,147.32,158.20,114.92
1999-07-06,166.17,147.43,159.01,113.41
1999-07-07,166.79,147.54,159.56,112.48
1999-07-08,167.10,147.64,160.42,111.87
1999-07-09,167.10,147.75,161.61,110.33
1999-07-12,162.34,147.86,162.92,108.78
1999-07-13,158.54,147.97,164.73,107.20
1999-07-14,160.73,148.08,162.19,109.29
1999-07-15,160.57,148.19,163.73,109.80
1999-07-16,160.35,148.30,162.18,109.20
1999-07-19,161.05,148.41,160.58,109.86
1999-07-20,160.81,148.51,161.06,109.19
1999-07-21,160.81,148.62,162.75,108.55
1999-07-22,161.04,148.73,162.75,108.23
1999-07-23,160.06,148.84,162.53,106.57
1999-07-26,156.65,148.95,163.04,103.69
1999-07-27,157.22,149.06,162.77,103.43
1999-07-28,158.12,149.17,160.46,103.97
1999-07-29,155.69,149.28,160.67,100.74
1999-07-30,156.36,149.38,160.25,100.90
1999-08-02,154.68,149.48,162.25,100.36
1999-08-03,153.66,149.59,163.71,98.35
1999-08-04,152.92,149.69,163.16,98.65
1999-08-05,149.97,149.80,165.48,97.04
1999-08-06,149.56,149.90,165.63,97.30
1999-08-09,148.09,150.01,165.28,96.31
1999-08-10,144.44,150.11,167.75,94.32
1999-08-11,148.21,150.22,166.86,96.11
1999-08-12,151.02,150.32,165.79,98.17
1999-08-13,150.91,150.43,167.59,97.41
1999-08-16,150.55,150.53,168.10,97.68
1999-08-17,149.18,150.64,168.56,96.47
1999-08-18,145.91,150.74,169.52,93.74
1999-08-19,146.47,150.85,171.71,94.00
1999-08-20,150.11,150.95,174.63,96.34
1999-08-23,149.75,151.06,167.54,97.53
1999-08-24,149.80,151.16,170.41,98.72
1999-08-25,151.55,151.27,172.96,100.85
1999-08-26,153.59,151.37,170.95,102.24
1999-08-27,153.62,151.48,172.35,101.35
1999-08-30,153.83,151.58,174.08,102.04
1999-08-31,152.62,151.69,171.60,101.22
1999-09-01,154.06,151.79,172.12,103.94
1999-09-02,157.14,151.90,172.36,104.88
1999-09-03,159.28,152.01,170.53,107.45
1999-09-06,159.75,152.11,170.70,107.36
1999-09-08,158.95,152.22,170.02,107.02
1999-09-09,161.18,152.32,167.80,108.04
1999-09-10,175.88,152.43,166.78,109.75
1999-09-13,180.72,152.54,168.58,110.01
1999-09-14,180.84,152.65,169.48,110.63
1999-09-15,182.57,152.75,168.20,108.75
1999-09-16,178.25,152.86,168.33,107.51
1999-09-17,178.25,152.96,168.93,108.09
1999-09-20,180.16,153.07,167.89,110.03
1999-09-21,181.72,153.18,168.30,110.91
1999-09-22,181.26,153.28,169.33,110.44
1999-09-23,183.33,153.39,169.40,111.83
1999-09-24,185.33,153.49,171.46,109.47
1999-09-27,189.04,153.60,171.73,111.23
1999-09-28,189.44,153.71,173.69,109.76
1999-09-29,190.12,153.81,172.18,110.54
1999-09-30,190.38,153.92,172.17,110.22
1999-10-01,190.38,154.02,175.24,104.67
1999-10-04,188.42,154.13,173.65,106.05
1999-10-05,187.01,154.23,174.88,105.21
1999-10-06,189.62,154.34,175.55,107.90
1999-10-07,190.22,154.44,173.21,109.27
1999-10-08,191.08,154.55,174.03,109.17
1999-10-11,191.88,154.66,175.10,110.66
1999-10-13,191.33,154.76,175.43,108.89
1999-10-14,191.59,154.87,175.98,109.23
1999-10-15,189.81,154.97,177.29,107.70
1999-10-18,188.09,155.08,177.60,106.14
1999-10-19,189.04,155.18,178.53,107.29
1999-10-20,189.93,155.29,179.36,107.84
1999-10-21,189.98,155.40,178.56,107.95
1999-10-22,192.09,155.50,177.64,110.17
1999-10-25,191.95,155.61,177.13,109.82
1999-10-26,194.64,155.71,177.96,110.73
1999-10-27,194.32,155.82,178.72,110.67
1999-10-28,196.38,155.93,177.24,112.44
1999-10-29,198.11,156.03,174.92,113.24
1999-11-01,198.41,156.14,174.03,112.84
1999-11-03,202.99,156.24,173.88,116.73
1999-11-04,207.22,156.35,172.82,120.45
1999-11-05,210.39,156.46,171.56,121.33
1999-11-08,210.96,156.56,172.56,122.92
1999-11-09,212.09,156.67,172.33,124.69
1999-11-10,213.19,156.78,173.29,125.55
1999-11-11,213.91,156.88,172.75,127.07
1999-11-12,213.50,156.99,173.14,126.52
1999-11-16,214.19,157.10,173.14,126.65
1999-11-17,213.88,157.20,173.10,124.56
1999-11-18,215.20,157.31,172.77,124.93
1999-11-19,219.69,157.42,172.98,128.93
1999-11-22,220.64,157.53,173.06,129.90
1999-11-23,220.08,157.63,173.11,130.19
1999-11-24,220.80,157.74,172.82,130.28
1999-11-25,220.97,157.85,172.86,129.70
1999-11-26,225.45,157.96,172.53,133.41
1999-11-29,225.54,158.07,172.08,133.76
1999-11-30,224.52,158.17,172.21,132.30
1999-12-01,223.69,158.28,172.15,131.81
1999-12-02,229.00,158.39,169.73,136.61
1999-12-03,230.46,158.50,168.15,139.26
1999-12-06,230.37,158.61,167.21,138.87
1999-12-07,230.48,158.72,166.54,138.81
1999-12-08,231.12,158.82,166.83,137.89
1999-12-09,234.82,158.93,167.20,140.84
1999-12-10,234.11,159.04,167.19,141.71
1999-12-13,237.71,159.15,166.27,142.69
1999-12-14,237.89,159.26,165.36,141.90
1999-12-15,238.54,159.37,165.71,139.35
1999-12-16,239.62,159.47,164.86,140.01
1999-12-17,246.82,159.58,162.81,141.09
1999-12-20,249.44,159.69,161.65,144.00
1999-12-21,253.83,159.80,163.31,148.29
1999-12-22,254.23,159.91,163.05,150.65
1999-12-23,253.16,160.02,163.78,153.27
1999-12-24,253.16,160.13,163.82,153.42
1999-12-27,254.95,160.24,163.61,153.58
1999-12-28,256.12,160.35,163.81,155.02
1999-12-29,259.53,160.46,162.74,159.73
1999-12-30,264.34,160.57,160.23,163.64
1999-12-31,264.34,160.68,160.23,163.89
2000-01-03,264.04,160.79,161.32,164.14
2000-01-04,255.42,160.90,164.24,156.20
2000-01-05,252.40,161.01,166.09,152.71
2000-01-06,255.27,161.12,165.35,156.48
2000-01-07,258.28,161.23,163.73,157.40
2000-01-10,264.08,161.34,162.66,163.14
2000-01-11,265.51,161.45,163.18,162.41
2000-01-12,264.20,161.56,164.03,159.30
2000-01-13,270.70,161.67,162.95,167.95
2000-01-14,272.64,161.78,161.19,169.47
2000-01-17,272.73,161.89,160.83,172.21
2000-01-18,269.78,162.00,160.54,171.15
2000-01-19,269.85,162.11,161.07,171.05
2000-01-20,268.79,162.22,159.44,166.99
2000-01-21,267.49,162.33,159.28,164.21
2000-01-24,266.90,162.44,158.10,165.27
2000-01-25,266.90,162.55,158.90,165.27
2000-01-26,262.32,162.66,159.15,163.28
2000-01-27,265.63,162.77,159.01,166.47
2000-01-28,262.79,162.88,160.10,162.47
2000-01-31,260.49,162.99,161.43,158.25
2000-02-01,261.23,163.10,160.61,159.08
2000-02-02,262.92,163.21,160.32,161.32
2000-02-03,266.50,163.33,159.24,166.11
2000-02-04,268.49,163.44,159.29,171.21
2000-02-07,268.82,163.55,158.16,172.37
2000-02-08,276.01,163.66,158.12,179.22
2000-02-09,273.11,163.77,157.92,177.95
2000-02-10,275.42,163.88,158.49,178.06
2000-02-11,275.59,163.99,158.06,178.15
2000-02-14,271.13,164.11,158.52,173.19
2000-02-15,267.89,164.22,159.10,169.87
2000-02-16,270.91,164.33,158.82,173.17
2000-02-17,276.61,164.44,158.89,174.52
2000-02-18,274.28,164.55,158.58,170.92
2000-02-21,273.79,164.67,159.28,169.42
2000-02-22,274.99,164.78,159.65,170.32
2000-02-23,272.53,164.89,160.20,169.93
2000-02-24,271.37,165.00,159.24,172.38
2000-02-25,271.55,165.11,158.90,172.26
2000-02-28,269.40,165.23,159.32,169.01
2000-02-29,271.25,165.34,158.40,170.34
2000-03-01,272.54,165.45,158.33,171.97
2000-03-02,272.95,165.57,157.64,172.64
2000-03-03,276.55,165.68,156.84,177.05
2000-03-08,245.06,165.79,156.72,175.99
2000-03-09,279.92,165.91,155.33,178.35
2000-03-10,277.10,166.02,155.72,178.54
2000-03-13,269.52,166.13,156.76,170.45
2000-03-14,272.08,166.25,155.59,168.50
2000-03-15,266.64,166.36,156.12,165.35
2000-03-16,270.59,166.47,155.46,168.78
2000-03-17,269.61,166.59,155.91,169.69
2000-03-20,264.93,166.70,155.74,169.72
2000-03-21,267.03,166.81,155.67,171.86
2000-03-22,272.04,166.93,154.99,177.71
2000-03-23,274.29,167.04,154.43,177.82
2000-03-24,278.08,167.15,154.36,178.67
2000-03-27,282.50,167.27,155.50,181.81
2000-03-28,280.43,167.38,156.35,179.39
2000-03-29,279.36,167.49,155.66,175.09
2000-03-30,278.94,167.61,156.94,171.10
2000-03-31,284.64,167.72,156.50,171.14
2000-04-03,278.54,167.83,155.91,166.91
2000-04-04,275.45,167.94,156.07,162.68
2000-04-05,277.00,168.06,157.03,160.60
2000-04-06,280.00,168.17,156.05,163.61
2000-04-07,282.25,168.28,156.19,167.14
2000-04-10,276.18,168.39,155.73,165.73
2000-04-11,271.96,168.51,156.27,159.89
2000-04-12,271.26,168.62,156.48,159.59
2000-04-13,272.21,168.73,157.93,155.69
2000-04-14,269.18,168.85,159.72,144.86
2000-04-17,249.53,168.96,160.08,140.01
2000-04-18,249.91,169.07,158.50,144.92
2000-04-19,252.15,169.19,158.19,146.13
2000-04-20,253.89,169.30,159.28,145.25
2000-04-24,255.98,169.42,160.47,143.25
2000-04-25,260.18,169.53,160.21,146.82
2000-04-26,260.46,169.64,161.08,148.30
2000-04-27,258.95,169.76,161.96,146.33
2000-04-28,265.99,169.87,161.82,151.92
2000-05-02,265.41,169.99,161.29,152.13
2000-05-03,265.80,170.10,162.67,146.73
2000-05-04,264.85,170.22,162.51,144.71
2000-05-05,264.61,170.33,162.27,145.30
2000-05-08,264.51,170.45,161.74,144.54
2000-05-09,262.41,170.56,161.93,141.12
2000-05-10,262.10,170.67,162.73,138.55
2000-05-11,263.60,170.79,162.67,140.87
2000-05-12,260.11,170.90,163.60,139.88
2000-05-15,259.58,171.02,164.64,140.57
2000-05-16,270.35,171.13,162.99,147.52
2000-05-17,268.32,171.25,163.83,144.36
2000-05-18,260.56,171.36,163.95,142.11
2000-05-19,256.44,171.48,165.28,136.76
2000-05-22,253.77,171.59,165.41,133.36
2000-05-23,251.29,171.71,166.03,133.90
2000-05-24,249.20,171.82,166.03,132.68
2000-05-25,254.06,171.94,164.73,137.51
2000-05-26,257.26,172.05,165.29,138.60
2000-05-29,259.16,172.17,164.69,142.28
2000-05-30,262.23,172.28,163.95,144.94
2000-05-31,265.64,172.40,163.60,146.03
2000-06-01,263.49,172.52,163.03,147.79
2000-06-02,270.36,172.63,162.15,155.24
2000-06-05,274.69,172.75,160.62,155.56
2000-06-06,270.97,172.86,160.31,154.42
