date,DEC,CDI,usd,ibov
2002-12-03,427.34,259.25,328.03,102.44
2002-12-04,424.26,259.46,331.83,102.09
2002-12-05,419.42,259.66,336.00,100.64
2002-12-06,419.60,259.86,336.10,101.30
2002-12-09,418.13,260.07,340.17,100.26
2002-12-10,419.02,260.27,337.53,100.33
2002-12-11,424.23,260.47,339.94,101.47
2002-12-12,426.63,260.68,336.18,102.63
2002-12-13,428.82,260.88,334.46,101.94
2002-12-16,433.75,261.08,325.28,103.51
2002-12-17,437.74,261.29,320.89,104.75
2002-12-18,438.82,261.49,316.31,104.65
2002-12-19,444.90,261.72,313.90,107.34
2002-12-20,453.68,261.95,307.01,110.63
2002-12-23,453.79,262.18,313.00,111.20
2002-12-24,453.79,262.41,313.57,110.31
2002-12-26,451.85,262.64,315.73,109.42
2002-12-27,452.71,262.87,317.18,108.33
2002-12-30,459.77,263.10,316.46,108.65
2002-12-31,459.77,263.33,315.97,108.97
2003-01-02,467.99,263.57,315.49,110.76
2003-01-03,468.85,263.80,310.77,112.56
2003-01-06,473.02,264.03,301.51,114.63
2003-01-07,472.14,264.26,299.36,114.74
2003-01-08,472.31,264.50,296.68,113.82
2003-01-09,473.40,264.73,298.23,114.54
2003-01-10,475.96,264.96,294.83,116.84
2003-01-13,476.53,265.19,295.17,117.29
2003-01-14,475.28,265.43,293.40,116.69
2003-01-15,473.79,265.66,295.41,115.48
2003-01-16,475.20,265.90,295.00,116.24
2003-01-17,467.31,266.13,301.23,112.81
2003-01-20,462.75,266.36,305.45,111.91
2003-01-21,459.12,266.60,308.12,111.39
2003-01-22,453.57,266.83,315.17,108.46
2003-01-23,452.00,267.07,312.59,107.50
2003-01-24,444.67,267.31,321.75,105.20
2003-01-27,437.54,267.55,328.02,101.85
2003-01-28,437.43,267.79,325.23,101.68
2003-01-29,439.82,268.03,326.17,102.27
2003-01-30,443.62,268.27,319.71,104.03
2003-01-31,447.36,268.51,315.79,104.77
2003-02-03,447.76,268.75,312.85,105.42
2003-02-04,439.95,268.99,317.12,102.31
2003-02-05,438.28,269.23,321.05,102.46
2003-02-06,435.03,269.48,322.84,100.67
2003-02-07,435.94,269.72,320.66,101.27
2003-02-10,436.08,269.96,322.81,100.35
2003-02-11,438.80,270.20,320.08,101.81
2003-02-12,437.99,270.44,322.46,101.47
2003-02-13,431.66,270.68,325.65,98.65
2003-02-14,428.47,270.93,327.63,96.97
2003-02-17,431.21,271.17,324.51,97.96
2003-02-18,435.16,271.41,321.44,99.90
2003-02-19,432.01,271.66,321.85,99.12
2003-02-20,430.67,271.90,323.04,98.04
2003-02-21,431.82,272.16,323.30,98.71
2003-02-24,432.09,272.41,321.27,99.53
2003-02-25,426.83,272.66,322.55,97.20
2003-02-26,428.44,272.91,320.80,97.85
2003-02-27,427.28,273.16,321.09,96.96
2003-02-28,431.28,273.42,319.14,98.53
2003-03-05,433.64,273.67,319.18,98.67
2003-03-06,437.27,273.92,315.81,100.80
2003-03-07,441.18,274.18,313.57,102.53
2003-03-10,435.75,274.43,316.00,100.29
2003-03-11,434.18,274.69,314.03,99.26
2003-03-12,434.57,274.94,311.36,100.05
2003-03-13,444.24,275.20,307.15,103.73
2003-03-14,445.49,275.45,304.15,104.33
2003-03-17,445.20,275.71,308.48,104.33
2003-03-18,449.35,275.96,307.28,106.43
2003-03-19,449.13,276.22,309.68,106.36
2003-03-20,450.57,276.47,311.96,106.29
2003-03-21,457.47,276.73,308.55,109.19
2003-03-24,454.95,276.98,305.15,107.06
2003-03-25,453.79,277.24,303.56,107.64
2003-03-26,455.44,277.50,302.26,108.32
2003-03-27,455.73,277.75,304.80,107.56
2003-03-28,457.85,278.01,302.35,109.29
2003-03-31,457.74,278.27,300.32,108.67
2003-04-01,462.64,278.52,298.78,110.71
2003-04-02,470.05,278.78,293.73,114.57
2003-04-03,476.22,279.04,291.65,115.87
2003-04-04,477.00,279.30,290.81,115.81
2003-04-07,483.16,279.55,284.13,118.55
2003-04-08,475.76,279.81,283.47,114.34
2003-04-09,475.33,280.07,285.33,113.82
2003-04-10,473.28,280.33,288.02,112.86
2003-04-11,475.23,280.59,287.93,112.39
2003-04-14,476.16,280.85,284.98,113.49
2003-04-15,479.90,281.11,279.03,114.99
2003-04-16,484.14,281.37,275.43,117.06
2003-04-17,487.06,281.63,271.29,118.59
2003-04-22,488.61,281.89,274.42,119.37
2003-04-23,490.09,282.15,270.01,119.24
2003-04-24,486.81,282.41,268.96,117.53
2003-04-25,486.25,282.67,269.80,116.76
2003-04-28,488.14,282.93,267.94,117.04
2003-04-29,495.93,283.20,261.99,122.32
2003-04-30,495.80,283.46,258.83,121.76
2003-05-02,504.51,283.72,261.16,122.96
2003-05-05,505.26,283.98,267.31,123.38
2003-05-06,506.21,284.25,271.18,122.67
2003-05-07,509.50,284.51,265.46,123.77
2003-05-08,517.20,284.77,261.33,124.59
2003-05-09,525.28,285.04,257.97,126.74
2003-05-12,526.78,285.30,257.56,127.38
2003-05-13,532.21,285.56,256.63,129.91
2003-05-14,531.43,285.83,258.86,129.09
2003-05-15,528.64,286.09,262.48,127.51
2003-05-16,525.48,286.36,266.29,125.84
2003-05-19,522.27,286.62,267.04,124.43
2003-05-20,520.22,286.89,269.96,121.91
2003-05-21,526.47,287.15,269.67,124.17
2003-05-22,527.85,287.42,267.28,125.98
2003-05-23,527.40,287.68,263.73,126.83
2003-05-26,525.35,287.95,264.80,126.57
2003-05-27,523.61,288.21,271.00,126.36
2003-05-28,526.99,288.48,269.95,128.66
2003-05-29,530.52,288.75,264.11,129.32
2003-05-30,531.14,289.01,265.62,129.65
2003-06-02,531.13,289.28,266.73,129.14
2003-06-03,528.88,289.55,265.47,127.08
2003-06-04,535.67,289.81,260.74,131.02
2003-06-05,538.37,290.08,259.10,133.06
2003-06-06,541.15,290.35,255.18,134.65
2003-06-09,539.44,290.62,256.89,133.57
2003-06-10,541.60,290.89,256.18,134.17
2003-06-11,538.29,291.15,256.98,133.07
2003-06-12,540.10,291.42,256.34,133.67
2003-06-13,541.47,291.69,255.89,133.22
2003-06-16,545.40,291.96,255.33,133.50
2003-06-17,546.10,292.23,257.45,133.38
2003-06-18,542.81,292.50,258.86,131.67
2003-06-20,536.81,292.76,259.14,127.50
2003-06-23,529.08,293.03,257.84,125.58
2003-06-24,531.30,293.30,256.30,126.20
2003-06-25,531.33,293.56,255.79,126.74
2003-06-26,531.22,293.83,259.20,126.32
2003-06-27,530.94,294.09,258.06,125.96
2003-06-30,533.59,294.36,257.23,125.03
2003-07-01,535.73,294.63,254.75,126.09
2003-07-02,541.35,294.89,252.75,128.31
2003-07-03,540.30,295.16,253.76,127.40
2003-07-04,542.70,295.43,253.46,126.93
2003-07-07,547.53,295.70,256.84,129.02
2003-07-08,552.64,295.96,258.15,130.39
2003-07-09,552.64,296.23,256.79,130.05
2003-07-10,552.49,296.50,259.04,129.71
2003-07-11,552.81,296.77,260.00,129.32
2003-07-14,556.07,297.04,257.53,130.15
2003-07-15,558.29,297.31,255.75,131.32
2003-07-16,556.37,297.58,256.85,130.28
2003-07-17,553.81,297.85,255.83,130.54
2003-07-18,556.74,298.12,257.72,132.32
2003-07-21,556.19,298.39,258.20,132.52
2003-07-22,557.68,298.65,258.18,132.99
2003-07-23,559.04,298.92,258.65,133.49
2003-07-24,559.13,299.18,259.39,133.40
2003-07-25,559.31,299.44,258.71,132.32
2003-07-28,560.64,299.70,259.43,131.64
2003-07-29,561.39,299.95,261.13,131.38
2003-07-30,562.04,300.21,263.98,130.76
2003-07-31,563.43,300.47,265.61,130.59
2003-08-01,559.35,300.73,268.75,128.01
2003-08-04,553.08,300.99,275.32,124.02
2003-08-05,555.20,301.25,271.97,125.73
2003-08-06,554.44,301.51,272.19,124.61
2003-08-07,561.87,301.77,269.31,126.99
2003-08-08,567.70,302.03,267.73,129.61
2003-08-11,571.76,302.29,268.20,130.00
2003-08-12,576.71,302.55,270.82,131.74
2003-08-13,578.34,302.81,271.46,131.77
2003-08-14,579.97,303.07,269.95,131.83
2003-08-15,588.82,303.33,268.07,133.71
2003-08-18,594.79,303.59,267.34,135.26
2003-08-19,599.58,303.85,268.45,136.44
2003-08-20,604.76,304.11,268.79,137.06
2003-08-21,608.78,304.35,268.98,139.81
2003-08-22,616.66,304.58,268.03,141.15
2003-08-25,617.67,304.82,267.76,140.03
2003-08-26,625.15,305.06,267.77,140.99
2003-08-27,630.64,305.30,266.31,144.29
2003-08-28,632.59,305.53,264.50,145.31
2003-08-29,637.95,305.77,265.70,145.20
2003-09-01,643.93,306.01,267.26,146.86
2003-09-02,649.48,306.25,266.81,148.32
2003-09-03,657.82,306.49,264.83,150.23
2003-09-04,665.74,306.73,263.48,151.44
2003-09-05,674.17,306.97,261.67,152.34
2003-09-08,679.51,307.21,261.13,155.54
2003-09-09,672.83,307.45,262.48,153.00
2003-09-10,672.55,307.69,260.86,152.59
2003-09-11,681.90,307.93,259.66,156.57
2003-09-12,681.18,308.17,259.37,156.89
2003-09-15,682.80,308.41,258.83,158.22
2003-09-16,679.48,308.65,259.44,157.98
2003-09-17,678.44,308.89,260.25,157.59
2003-09-18,685.59,309.11,259.52,161.37
2003-09-19,683.85,309.33,260.32,162.91
2003-09-22,674.63,309.55,259.93,159.57
2003-09-23,671.02,309.77,261.04,157.33
2003-09-24,673.31,309.99,261.93,157.94
2003-09-25,662.65,310.21,262.48,153.50
2003-09-26,662.55,310.43,263.08,153.61
2003-09-29,662.80,310.65,263.09,153.53
2003-09-30,668.37,310.88,261.84,155.55
2003-10-01,679.46,311.10,260.04,158.20
2003-10-02,690.73,311.32,259.64,162.50
2003-10-03,700.17,311.54,258.62,165.70
2003-10-06,703.30,311.77,257.53,166.00
2003-10-07,707.35,311.99,257.06,167.81
2003-10-08,718.63,312.21,254.76,172.02
2003-10-09,715.73,312.43,254.56,171.89
2003-10-10,708.97,312.66,254.38,169.85
2003-10-13,716.81,312.88,254.11,173.12
2003-10-14,722.43,313.11,254.59,174.88
2003-10-15,717.08,313.33,253.18,174.30
2003-10-16,714.54,313.55,254.45,172.82
2003-10-17,710.57,313.78,256.47,171.07
2003-10-20,714.02,314.00,258.30,173.09
2003-10-21,722.48,314.23,256.53,178.41
2003-10-22,717.77,314.45,256.18,176.18
2003-10-23,706.74,314.67,257.04,171.14
2003-10-24,704.22,314.88,257.01,169.36
2003-10-27,707.35,315.09,257.30,171.43
2003-10-28,710.35,315.31,256.83,173.84
2003-10-29,708.33,315.52,255.59,175.36
2003-10-30,711.81,315.74,254.72,173.19
2003-10-31,711.58,315.95,255.82,173.52
2003-11-03,717.39,316.17,255.79,176.44
2003-11-04,722.78,316.38,256.22,178.86
2003-11-05,720.19,316.60,256.12,177.25
2003-11-06,722.41,316.82,257.12,178.83
2003-11-07,730.16,317.03,257.04,180.76
2003-11-10,728.71,317.25,258.01,178.43
2003-11-11,722.35,317.47,259.34,177.41
2003-11-12,730.36,317.68,260.74,180.14
2003-11-13,730.99,317.90,261.50,181.07
2003-11-14,732.05,318.12,263.48,182.07
2003-11-17,731.18,318.33,264.63,180.65
2003-11-18,736.15,318.55,263.51,182.38
2003-11-19,732.80,318.77,264.28,180.76
2003-11-20,738.07,318.97,264.04,183.38
2003-11-21,743.72,319.17,262.44,185.73
2003-11-24,751.54,319.37,262.16,188.65
2003-11-25,755.70,319.58,261.94,189.92
2003-11-26,758.96,319.78,262.97,190.76
2003-11-27,763.91,319.98,264.01,190.81
2003-11-28,776.96,320.18,264.16,192.97
2003-12-01,791.82,320.38,262.79,196.49
2003-12-02,792.30,320.59,262.19,198.03
2003-12-03,793.53,320.79,262.57,197.33
2003-12-04,795.97,320.99,263.35,196.55
2003-12-05,807.20,321.19,263.30,199.86
2003-12-08,813.30,321.40,263.52,200.94
2003-12-09,824.11,321.60,262.88,204.93
2003-12-10,823.80,321.80,263.58,204.23
2003-12-11,823.43,322.00,263.59,204.53
2003-12-12,821.31,322.21,263.50,203.29
2003-12-15,820.37,322.41,262.36,202.99
2003-12-16,811.52,322.61,262.61,199.69
2003-12-17,828.36,322.82,263.15,203.05
2003-12-18,845.72,323.01,262.79,206.03
2003-12-19,854.10,323.20,262.23,207.46
2003-12-22,862.50,323.39,261.88,207.45
2003-12-23,874.76,323.59,261.33,210.11
2003-12-24,874.76,323.78,260.47,209.88
2003-12-26,883.10,323.97,259.69,209.64
2003-12-29,892.68,324.17,258.69,211.48
2003-12-30,904.31,324.36,258.77,214.15
2003-12-31,904.31,324.55,258.77,214.74
2004-01-02,915.17,324.75,258.50,215.32
2004-01-05,938.23,324.94,256.40,221.70
2004-01-06,952.38,325.14,255.33,225.71
2004-01-07,957.41,325.33,257.26,227.49
2004-01-08,949.82,325.52,256.05,225.22
2004-01-09,955.19,325.72,254.56,230.57
2004-01-12,969.44,325.91,252.24,233.09
2004-01-13,970.37,326.11,250.98,232.77
2004-01-14,946.36,326.30,252.06,225.47
2004-01-15,948.63,326.50,251.91,223.32
2004-01-16,946.85,326.69,252.43,221.50
2004-01-19,953.58,326.89,254.54,224.65
2004-01-20,959.93,327.08,254.21,227.47
2004-01-21,956.60,327.28,254.52,225.15
2004-01-22,948.67,327.47,254.52,221.69
2004-01-23,958.80,327.67,254.68,223.92
2004-01-26,983.38,327.86,254.64,231.01
2004-01-27,983.74,328.06,256.04,232.98
2004-01-28,984.29,328.25,257.81,233.45
2004-01-29,944.44,328.45,261.85,219.46
2004-01-30,916.71,328.65,263.40,213.98
2004-02-02,894.63,328.84,264.09,208.09
2004-02-03,915.21,329.04,262.66,213.37
2004-02-04,913.36,329.23,260.69,213.69
2004-02-05,902.27,329.43,262.74,208.12
2004-02-06,894.39,329.63,264.22,205.68
2004-02-09,918.47,329.82,262.79,214.27
2004-02-10,911.84,330.02,261.51,211.45
2004-02-11,937.75,330.22,262.01,217.12
2004-02-12,951.11,330.41,260.12,223.01
2004-02-13,934.44,330.61,260.50,217.88
2004-02-16,926.46,330.81,260.33,214.16
2004-02-17,926.41,331.01,260.86,214.36
2004-02-18,930.35,331.20,262.39,213.84
2004-02-19,901.99,331.40,264.30,204.67
2004-02-20,887.62,331.60,267.60,201.18
2004-02-25,903.98,331.80,263.35,207.69
2004-02-26,898.38,332.00,263.05,205.33
2004-02-27,910.31,332.19,260.98,208.36
2004-03-01,933.86,332.39,259.25,214.69
2004-03-02,936.03,332.59,260.51,215.21
2004-03-03,945.39,332.79,258.06,215.87
2004-03-04,951.47,332.99,258.65,217.27
2004-03-05,961.43,333.19,257.86,219.08
2004-03-08,967.71,333.39,257.52,222.99
2004-03-09,961.57,333.58,257.57,219.53
2004-03-10,945.15,333.78,258.76,214.76
2004-03-11,928.43,333.98,260.92,206.27
2004-03-12,931.95,334.18,260.30,206.98
2004-03-15,932.78,334.38,259.86,205.74
2004-03-16,939.73,334.58,259.75,206.76
2004-03-17,946.06,334.78,260.37,210.92
2004-03-18,951.93,334.98,260.95,211.44
2004-03-19,959.05,335.17,259.74,215.38
2004-03-22,948.38,335.37,260.70,209.50
2004-03-23,941.44,335.57,261.03,206.94
2004-03-24,932.94,335.77,262.10,202.78
2004-03-25,938.43,335.97,262.76,203.88
2004-03-26,945.01,336.16,263.41,206.25
2004-03-29,950.07,336.36,263.01,208.07
2004-03-30,957.17,336.56,261.67,210.61
2004-03-31,960.74,336.76,260.51,212.56
2004-04-01,968.45,336.96,258.88,217.60
2004-04-02,971.98,337.16,259.11,219.92
2004-04-05,971.83,337.36,258.41,222.58
2004-04-06,968.42,337.56,257.44,221.64
2004-04-07,965.80,337.75,257.71,218.04
2004-04-08,966.46,337.95,257.97,217.38
2004-04-12,969.72,338.15,258.44,218.57
2004-04-13,970.97,338.35,258.41,219.65
2004-04-14,961.27,338.55,259.35,214.95
2004-04-15,949.60,338.75,260.31,209.67
2004-04-16,960.88,338.94,261.11,210.05
2004-04-19,950.67,339.14,260.64,207.68
2004-04-20,948.15,339.34,261.41,207.19
2004-04-22,932.93,339.53,262.47,202.34
2004-04-23,944.71,339.73,261.29,206.41
2004-04-26,941.23,339.93,260.50,207.26
2004-04-27,940.42,340.12,261.18,207.23
2004-04-28,931.21,340.32,262.74,200.92
2004-04-29,903.37,340.52,264.42,193.24
2004-04-30,898.42,340.72,263.74,191.13
2004-05-03,903.64,340.91,264.84,187.31
2004-05-04,921.00,341.11,265.97,192.65
2004-05-05,912.28,341.31,265.26,192.89
2004-05-06,898.15,341.51,267.79,186.62
2004-05-07,883.96,341.70,273.21,181.02
2004-05-10,849.86,341.90,279.88,173.69
2004-05-11,858.23,342.10,278.11,176.98
2004-05-12,858.65,342.30,279.54,174.86
2004-05-13,864.05,342.50,280.15,177.14
2004-05-14,875.04,342.69,277.49,180.38
2004-05-17,849.46,342.89,279.62,174.17
2004-05-18,861.72,343.09,279.17,177.29
2004-05-19,875.83,343.29,278.18,182.71
2004-05-20,859.65,343.49,284.94,177.47
2004-05-21,848.06,343.69,287.07,175.79
2004-05-24,853.31,343.89,284.80,178.10
2004-05-25,859.00,344.09,282.81,180.48
2004-05-26,873.66,344.29,282.76,182.09
2004-05-27,885.78,344.49,282.35,187.93
2004-05-28,884.90,344.69,277.30,189.92
2004-05-31,883.07,344.89,280.26,188.63
2004-06-01,886.00,345.09,282.73,186.83
2004-06-02,891.01,345.29,280.36,190.71
2004-06-03,898.83,345.49,281.62,187.60
2004-06-04,911.67,345.69,280.65,190.77
2004-06-07,921.76,345.89,278.72,194.45
2004-06-08,921.03,346.09,279.04,196.00
2004-06-09,913.56,346.29,279.14,192.07
2004-06-11,916.94,346.49,281.25,191.27
2004-06-14,907.96,346.69,283.48,187.47
2004-06-15,916.73,346.89,281.06,191.91
2004-06-16,934.50,347.09,281.28,195.16
2004-06-17,935.74,347.29,280.16,197.15
2004-06-18,936.64,347.50,281.13,195.49
2004-06-21,939.20,347.70,280.32,197.38
2004-06-22,932.88,347.90,280.71,194.31
2004-06-23,944.20,348.10,279.96,197.23
2004-06-24,950.50,348.30,277.92,201.08
2004-06-25,948.70,348.50,278.51,200.53
2004-06-28,945.79,348.70,279.87,199.04
2004-06-29,951.41,348.91,279.29,198.77
2004-06-30,962.70,349.11,278.33,201.41
2004-07-01,975.36,349.31,275.39,204.60
2004-07-02,987.62,349.51,273.19,208.22
2004-07-05,989.65,349.72,271.53,208.04
2004-07-06,986.82,349.92,272.44,204.81
2004-07-07,991.91,350.12,271.98,204.32
2004-07-08,989.89,350.32,272.95,202.44
2004-07-09,989.96,350.53,272.54,203.47
2004-07-12,1003.72,350.73,272.02,204.50
2004-07-13,1012.77,350.93,272.46,208.08
2004-07-14,1026.57,351.14,271.24,210.33
2004-07-15,1031.18,351.34,270.62,212.07
2004-07-16,1043.04,351.54,268.88,216.93
2004-07-19,1034.81,351.75,268.15,214.27
2004-07-20,1041.43,351.95,269.06,214.42
2004-07-21,1041.78,352.15,270.91,212.79
2004-07-22,1035.89,352.36,272.21,208.92
2004-07-23,1040.57,352.56,272.86,210.17
2004-07-26,1034.78,352.77,273.83,206.56
2004-07-27,1044.17,352.97,274.70,207.20
2004-07-28,1054.07,353.17,273.69,210.53
2004-07-29,1057.16,353.38,272.05,213.95
2004-07-30,1070.85,353.58,271.10,215.04
2004-08-02,1075.21,353.79,272.87,213.96
2004-08-03,1088.73,353.99,273.62,216.12
2004-08-04,1090.03,354.20,273.88,215.22
2004-08-05,1081.29,354.41,274.40,210.60
2004-08-06,1079.86,354.61,273.08,207.47
2004-08-09,1081.69,354.82,272.24,206.45
2004-08-10,1083.04,355.02,271.25,207.43
2004-08-11,1083.07,355.23,272.21,207.85
2004-08-12,1086.55,355.44,271.45,208.09
2004-08-13,1087.84,355.64,270.80,207.44
2004-08-16,1107.86,355.85,270.00,208.62
2004-08-17,1112.63,356.06,268.60,212.38
2004-08-18,1123.04,356.26,268.00,215.56
2004-08-19,1133.73,356.47,266.84,221.85
2004-08-20,1133.82,356.68,266.39,223.36
2004-08-23,1133.82,356.88,265.89,221.29
2004-08-24,1140.98,357.09,264.90,220.88
2004-08-25,1147.46,357.30,264.33,220.81
2004-08-26,1147.45,357.51,264.59,218.54
2004-08-27,1157.38,357.71,264.85,218.56
2004-08-30,1157.22,357.92,264.11,217.35
2004-08-31,1159.99,358.13,262.77,220.50
2004-09-01,1156.25,358.34,262.41,217.93
2004-09-02,1167.47,358.55,262.97,217.05
2004-09-03,1176.58,358.76,262.33,217.40
2004-09-06,1172.82,358.97,261.01,216.49
2004-09-08,1187.37,359.17,259.87,219.75
2004-09-09,1186.52,359.38,259.99,214.86
2004-09-10,1180.28,359.59,259.63,211.51
2004-09-13,1174.52,359.80,260.28,212.57
2004-09-14,1172.91,360.01,260.86,212.89
2004-09-15,1181.39,360.22,260.12,215.84
2004-09-16,1185.26,360.44,258.77,217.44
2004-09-17,1199.99,360.65,257.45,222.18
2004-09-20,1207.25,360.87,256.84,224.50
2004-09-21,1199.78,361.08,257.38,222.53
2004-09-22,1190.99,361.30,256.85,221.19
2004-09-23,1192.74,361.51,257.28,220.46
2004-09-24,1194.47,361.73,257.37,221.60
2004-09-27,1192.09,361.94,257.30,219.95
2004-09-28,1198.78,362.16,256.98,221.06
2004-09-29,1209.31,362.37,256.18,223.17
2004-09-30,1211.20,362.59,256.03,224.43
2004-10-01,1218.61,362.80,255.38,227.90
2004-10-04,1223.99,363.02,253.16,231.90
2004-10-05,1218.45,363.23,252.94,232.64
2004-10-06,1212.75,363.45,254.03,231.69
2004-10-07,1211.50,363.67,255.42,231.29
2004-10-08,1214.31,363.88,253.03,232.62
2004-10-11,1213.45,364.10,253.63,231.15
2004-10-13,1194.10,364.31,254.13,225.69
2004-10-14,1186.44,364.53,256.44,221.73
2004-10-15,1196.00,364.75,256.36,224.51
2004-10-18,1199.22,364.96,255.68,224.11
2004-10-19,1187.09,365.18,257.11,223.95
2004-10-20,1178.38,365.40,258.37,219.48
2004-10-21,1189.82,365.62,255.58,221.39
2004-10-22,1191.56,365.85,255.16,221.66
2004-10-25,1175.67,366.07,258.10,217.08
2004-10-26,1172.03,366.29,257.31,218.71
2004-10-27,1182.60,366.52,256.02,221.83
2004-10-28,1188.72,366.74,256.65,221.11
2004-10-29,1200.63,366.97,255.84,221.68
2004-11-01,1206.13,367.19,256.07,222.68
2004-11-03,1223.21,367.42,253.51,228.02
2004-11-04,1225.39,367.64,252.67,229.17
2004-11-05,1225.89,367.87,252.45,228.66
2004-11-08,1215.39,368.09,253.46,223.83
2004-11-09,1213.89,368.32,253.35,223.33
2004-11-10,1221.10,368.54,252.66,225.43
2004-11-11,1221.57,368.77,252.58,225.23
2004-11-12,1235.14,369.00,250.70,229.32
2004-11-16,1234.69,369.22,249.49,229.23
2004-11-17,1245.74,369.45,247.86,232.77
2004-11-18,1239.14,369.68,247.23,232.12
2004-11-19,1240.06,369.92,247.53,231.49
2004-11-22,1241.09,370.15,247.90,231.91
2004-11-23,1242.36,370.38,245.82,235.37
2004-11-24,1245.56,370.62,246.17,236.02
2004-11-25,1257.76,370.85,246.40,238.17
2004-11-26,1261.44,371.08,244.80,239.74
2004-11-29,1263.76,371.32,245.43,238.92
2004-11-30,1272.95,371.55,244.58,240.84
2004-12-01,1283.81,371.78,243.13,243.30
2004-12-02,1297.27,372.02,243.97,242.59
2004-12-03,1305.55,372.25,242.68,245.41
2004-12-06,1306.85,372.49,243.49,246.20
2004-12-07,1301.10,372.72,244.71,243.58
2004-12-08,1295.59,372.96,247.77,239.29
2004-12-09,1282.94,373.19,248.49,237.73
2004-12-10,1286.40,373.43,249.59,238.54
2004-12-13,1301.04,373.66,248.07,241.71
2004-12-14,1312.91,373.90,247.02,245.21
2004-12-15,1316.01,374.13,246.38,247.25
2004-12-16,1320.15,374.37,244.45,248.10
2004-12-17,1317.17,374.62,244.04,246.65
2004-12-20,1315.87,374.86,241.17,246.42
2004-12-21,1317.45,375.10,240.86,247.64
2004-12-22,1318.65,375.34,241.74,249.39
2004-12-23,1318.90,375.59,242.43,248.84
2004-12-24,1319.08,375.83,241.04,249.61
2004-12-27,1328.84,376.07,241.67,250.38
2004-12-28,1337.22,376.32,240.89,251.39
2004-12-29,1344.51,376.56,240.36,252.08
2004-12-30,1350.17,376.80,237.74,252.15
2004-12-31,1350.27,377.05,237.74,252.14
2005-01-03,1354.84,377.29,238.98,252.13
2005-01-04,1335.07,377.54,240.82,244.86
2005-01-05,1315.54,377.78,242.69,238.96
2005-01-06,1309.51,378.03,243.68,235.84
2005-01-07,1314.58,378.27,242.11,237.81
2005-01-10,1305.36,378.52,241.59,235.67
2005-01-11,1300.75,378.76,242.78,234.16
2005-01-12,1301.91,379.01,242.84,233.90
2005-01-13,1317.10,379.25,241.93,238.88
2005-01-14,1315.44,379.50,242.49,238.07
2005-01-17,1316.19,379.74,241.89,238.26
2005-01-18,1299.20,379.99,243.07,233.07
2005-01-19,1295.34,380.23,243.48,233.90
2005-01-20,1276.46,380.49,243.82,228.42
2005-01-21,1280.49,380.74,241.82,229.73
2005-01-24,1293.10,380.99,239.86,231.77
2005-01-25,1293.10,381.25,239.98,231.77
2005-01-26,1303.06,381.50,239.57,236.09
2005-01-27,1290.90,381.75,238.65,232.10
2005-01-28,1280.56,382.01,238.13,228.98
2005-01-31,1299.19,382.26,235.09,234.15
2005-02-01,1289.75,382.52,234.03,233.85
2005-02-02,1295.77,382.77,235.02,234.80
2005-02-03,1314.91,383.03,233.18,237.87
2005-02-04,1336.73,383.28,233.14,244.33
2005-02-09,1355.50,383.54,233.57,251.97
2005-02-10,1348.57,383.79,233.96,251.44
2005-02-11,1356.94,384.05,234.42,255.26
2005-02-14,1361.47,384.30,231.38,255.96
2005-02-15,1358.65,384.56,230.74,255.07
2005-02-16,1357.84,384.81,232.21,255.09
2005-02-17,1367.01,385.07,230.52,259.23
2005-02-18,1369.99,385.34,229.48,259.14
2005-02-21,1378.50,385.60,230.74,259.06
2005-02-22,1380.06,385.86,232.31,260.19
2005-02-23,1375.87,386.12,231.59,260.70
2005-02-24,1406.58,386.38,233.75,270.04
2005-02-25,1415.19,386.65,235.74,274.88
2005-02-28,1406.47,386.91,232.42,271.00
2005-03-01,1399.73,387.17,232.97,267.57
2005-03-02,1407.04,387.44,236.17,269.64
2005-03-03,1423.36,387.70,239.12,275.56
2005-03-04,1440.62,387.96,238.38,280.09
2005-03-07,1455.34,388.22,238.46,283.17
2005-03-08,1449.87,388.49,241.24,279.79
2005-03-09,1453.06,388.75,242.84,277.87
2005-03-10,1437.89,389.02,244.68,272.45
2005-03-11,1442.29,389.28,242.02,274.30
2005-03-14,1429.70,389.54,246.51,268.96
2005-03-15,1428.75,389.81,247.39,267.24
2005-03-16,1419.05,390.07,246.93,265.82
2005-03-17,1423.18,390.34,246.50,268.06
2005-03-18,1418.75,390.61,243.29,267.26
2005-03-21,1405.35,390.89,244.41,264.01
2005-03-22,1402.87,391.16,242.36,263.94
2005-03-23,1366.41,391.43,245.44,254.05
2005-03-24,1382.25,391.70,244.54,256.94
2005-03-28,1368.03,391.98,245.28,254.13
2005-03-29,1354.04,392.25,242.10,251.31
2005-03-30,1348.05,392.52,240.11,252.97
2005-03-31,1355.97,392.80,238.80,255.95
2005-04-01,1364.01,393.07,237.80,258.55
2005-04-04,1349.25,393.35,238.23,253.77
2005-04-05,1353.84,393.62,235.15,253.65
2005-04-06,1343.01,393.90,233.47,250.30
2005-04-07,1340.16,394.17,233.04,249.91
2005-04-08,1346.22,394.45,232.35,250.89
2005-04-11,1321.55,394.72,230.93,248.83
2005-04-12,1311.12,394.99,231.97,249.42
2005-04-13,1328.62,395.27,229.27,253.09
2005-04-14,1288.27,395.55,230.60,244.71
2005-04-15,1266.48,395.82,232.61,238.99
2005-04-18,1254.55,396.10,234.28,238.19
2005-04-19,1285.88,396.37,231.30,244.40
